bct2020,centract2020,comp2020ap,comp2010,comp2011,comp2012,comp2013,comp2014,comp2015,comp2016,comp2017,comp2018,comp2019,comp2020,comp2021,comp2022,comp2023,cenunits20,filed,approved,permitted,withdrawn,inactive
3080600,36047080600,-3,-2,8,-1,-4,8,11,19,13,43,27,17,7,29,10,,2,31,81,29,40
3080800,36047080800,0,0,0,0,209,0,0,293,0,0,0,0,0,0,0,,443,0,0,0,0
3081000,36047081000,20,0,24,0,0,8,7,90,1,0,2,20,49,6,0,,125,8,43,22,10
3081400,36047081400,0,0,0,3,0,0,3,0,0,0,2,0,0,-2,0,,6,1,8,-1,9
3081600,36047081600,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,,1,0,9,0,0
3081800,36047081800,289,35,0,0,0,0,-4,-5,-3,243,27,289,-3,155,58,,12,10,128,62,78
3082000,36047082000,38,-1,0,0,1,-4,60,1,60,65,115,38,0,0,59,,5,0,189,9,0
3082200,36047082200,87,0,0,7,-2,-4,-5,-4,80,63,524,87,70,203,-5,,24,34,200,81,32
3082400,36047082400,6,0,0,-1,0,-2,-2,-6,30,19,92,16,337,99,0,,72,29,366,49,17
3082600,36047082600,5,0,1,0,0,0,4,0,2,-3,9,29,-2,13,5,,11,7,42,-2,34
3082800,36047082800,35,0,0,0,10,0,0,1,16,-5,4,42,9,6,41,,27,0,32,16,8
3083000,36047083000,41,0,1,0,0,-1,-1,0,0,-7,44,41,30,7,27,,0,28,28,-4,12
3083200,36047083200,44,0,0,0,0,0,0,0,0,0,-5,44,0,0,0,,0,-1,0,8,-2
3083400,36047083400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,59,0,0
3083600,36047083600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,0,3,0,3,4
3083800,36047083800,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,,0,0,6,4,2
3084000,36047084000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1
3084600,36047084600,0,0,0,0,0,-1,0,0,0,4,0,0,0,0,2,,0,0,10,1,0
3084800,36047084800,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,1
3085000,36047085000,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,-1,1,1,1
3085200,36047085200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3085400,36047085400,0,0,8,0,1,0,0,0,0,0,-1,0,0,0,18,,0,0,0,2,0
3085600,36047085600,0,2,2,0,0,0,0,0,-2,0,0,0,2,0,0,,-2,10,41,-1,11
3085800,36047085800,0,14,1,0,-1,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,4
3086000,36047086000,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,4,0,2
3086200,36047086200,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,,6,-1,0,0,-3
3086400,36047086400,0,3,0,0,15,0,0,0,2,0,0,0,0,-1,1,,11,24,98,5,6
3086600,36047086600,10,4,3,0,0,0,0,3,0,0,0,10,5,0,0,,15,-2,21,1,2
3086800,36047086800,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,2,0,9,0,-1
3087000,36047087000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,2,0,1
3087200,36047087200,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,0,0,0,1,1
3087401,36047087401,13,13,-1,-2,0,0,-5,-2,12,6,1,13,16,11,0,,21,1,36,-1,19
3087600,36047087600,0,0,0,91,-1,1,0,16,0,0,100,0,5,0,0,,0,8,23,12,9
3087800,36047087800,4,-1,0,0,0,1,0,0,5,0,0,2,0,0,0,,629,8,40,5,3
3088001,36047088001,0,1,0,0,0,0,0,0,1,66,0,0,-5,-4,0,,15,-2,80,66,16
3088002,36047088002,0,0,0,-1,0,0,0,0,44,0,-2,0,0,14,0,,0,0,0,0,10
3088200,36047088200,0,0,0,0,1,0,-1,0,0,0,0,0,0,1,0,,6,7,2,9,2
3088400,36047088400,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,,0,2,8,2,0
3088600,36047088600,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,,0,11,44,0,0
3088800,36047088800,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,,0,1,-1,1,4
3089000,36047089000,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,,0,-4,-2,0,0
3089200,36047089200,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,,0,0,0,0,4
3089400,36047089400,129,0,-1,0,1,0,0,-1,0,0,8,129,0,0,-1,,4,6,27,1,3
3089600,36047089600,0,0,6,161,0,0,0,0,0,0,-1,0,6,160,0,,1,9,8,2,2
3089800,36047089800,0,3,0,0,0,0,2,0,0,0,1,0,1,15,0,,0,3,79,4,53
3090000,36047090000,0,0,4,6,0,0,0,2,0,-1,10,0,0,3,-1,,5,4,26,1,-1
3090200,36047090200,-1,0,0,1,0,0,0,5,0,0,0,-1,12,7,17,,6,0,159,0,8
3090600,36047090600,2,0,3,0,-1,-2,0,0,0,0,0,0,0,22,0,,29,-2,104,9,14
3090800,36047090800,0,0,0,0,-1,0,0,0,161,0,0,0,0,8,83,,0,13,249,38,20
3091000,36047091000,0,0,0,0,0,-3,0,0,101,0,0,0,180,0,0,,0,0,39,0,7
3091200,36047091200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3091600,36047091600,0,54,3,6,115,66,0,0,0,0,0,0,0,174,0,,182,51,346,16,2
3091800,36047091800,-1,0,1,0,0,0,0,0,0,0,0,-1,10,0,0,,224,0,0,0,0
3092000,36047092000,0,104,2,0,-9,-12,0,2,0,0,0,0,327,0,14,,6,28,226,5,13
3092200,36047092200,71,0,0,0,1,0,0,0,0,0,0,69,0,0,0,,0,0,0,0,0
3092400,36047092400,0,0,-2,0,0,3,0,0,0,6,-2,0,0,174,1,,109,0,227,0,2
3092800,36047092800,0,0,8,0,0,0,0,0,1,0,0,0,0,1,0,,8,0,1,2,8
3093000,36047093000,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,,1,0,0,0,3
3093200,36047093200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3093400,36047093400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,2,1,1
3093600,36047093600,0,0,2,0,0,0,0,0,0,0,1,0,-1,0,0,,0,0,0,0,0
3093800,36047093800,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,,1,0,0,-1,0
3094401,36047094401,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,7,1,-1
3094402,36047094402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3094600,36047094600,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,2,1,4
3095000,36047095000,0,-1,4,37,0,2,0,-1,0,24,0,0,0,0,0,,0,0,0,0,2
3095400,36047095400,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,0,2,1,2
3095600,36047095600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,-2
3095800,36047095800,1,0,0,4,0,27,4,0,0,0,3,0,0,0,2,,4,0,13,2,1
3096000,36047096000,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,0,0,0,0,0
3096200,36047096200,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,,0,0,1,0,1
3096400,36047096400,0,0,0,0,0,2,0,0,0,-6,0,0,2,-2,0,,2,0,0,3,5
3096600,36047096600,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,,6,0,1,0,2
3096800,36047096800,0,-2,0,0,1,0,0,0,3,0,0,0,0,0,0,,-1,1,0,0,2
3097000,36047097000,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,,0,0,9,0,0
3097400,36047097400,-2,0,20,0,0,0,0,1,1,2,1,-2,0,0,0,,0,0,1,0,11
3098200,36047098200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3098400,36047098400,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,1
3098600,36047098600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3098800,36047098800,0,0,0,1,0,-2,0,0,1,0,0,0,0,0,0,,2,1,2,1,3
3099000,36047099000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,-2,2
3099200,36047099200,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,,0,0,10,0,1
3099400,36047099400,0,0,0,-2,-1,0,0,24,-1,1,0,0,1,0,0,,42,0,0,-1,28
3099600,36047099600,0,18,0,-1,2,2,2,0,0,4,0,0,0,0,6,,-2,1,0,0,4
3099800,36047099800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,2
3100400,36047100400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,3,0
3100600,36047100600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
3100800,36047100800,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,1
3101000,36047101000,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,,230,0,0,0,1
3101200,36047101200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0
3101400,36047101400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3101600,36047101600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0
3101800,36047101800,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,0,0,0,0,0
3102000,36047102000,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0
3102200,36047102200,0,1,0,0,0,0,0,-1,0,4,0,0,0,0,0,,0,4,0,1,3
3102400,36047102400,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3102600,36047102600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,3
3102801,36047102801,6,0,0,0,2,-1,1,0,0,0,0,6,0,0,0,,0,0,2,13,3
3102802,36047102802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3103401,36047103401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3103402,36047103402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3105801,36047105801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3105804,36047105804,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,,846,0,0,0,0
3107001,36047107001,676,159,18,197,66,0,175,171,197,25,245,741,662,0,0,,189,0,800,8,0
3107002,36047107002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3107003,36047107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3107800,36047107800,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,1
3109800,36047109800,0,0,12,4,0,0,2,8,0,0,0,0,37,0,0,,-118,4,47,58,114
3110400,36047110400,0,0,0,0,-2,0,8,2,0,0,0,0,0,0,8,,1,0,13,4,12
3110600,36047110600,0,0,0,0,0,0,81,0,240,0,0,0,0,0,0,,0,0,0,153,0
3111000,36047111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3111600,36047111600,0,0,2,0,2,-1,1,1,1,-1,0,0,6,0,0,,0,0,0,0,14
3111800,36047111800,0,-2,0,0,2,2,3,4,0,0,1,0,0,0,2,,10,0,11,-1,7
3112000,36047112000,0,2,0,-1,-1,0,0,-1,0,1,1,-2,2,0,-2,,11,9,6,0,6
3112200,36047112200,0,2,27,2,0,0,53,8,0,0,0,0,2,2,0,,1,0,4,1,2
3112400,36047112400,0,88,2,11,0,0,0,0,16,0,2,0,0,0,0,,15,0,3,3,-2
3112600,36047112600,2,0,0,79,0,0,52,84,0,0,7,2,1,-2,6,,10,0,23,0,1
3112800,36047112800,20,6,3,0,0,0,0,0,1,5,0,20,1,3,4,,13,9,-2,2,12
3113000,36047113000,0,0,0,0,0,0,54,90,0,0,68,0,0,73,0,,1,0,1,6,2
3113200,36047113200,159,0,0,0,0,4,3,0,0,0,184,174,28,18,3,,157,3,0,0,0
3113400,36047113400,0,0,96,0,0,0,0,0,0,0,0,0,12,-2,0,,1,4,257,0,0
3114201,36047114201,4,0,0,2,4,2,0,0,54,0,0,4,0,0,0,,0,0,0,54,3
3114202,36047114202,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,,0,0,3,1,1
3114400,36047114400,0,2,0,-2,2,0,0,0,-5,-1,-2,0,1,0,-2,,55,8,13,1,11
3114600,36047114600,0,0,0,6,13,3,-1,2,0,-2,-1,0,10,-4,0,,175,40,67,9,19
3115000,36047115000,0,10,2,11,0,11,0,0,0,0,15,0,0,0,0,,14,4,88,3,27
3115200,36047115200,0,12,-1,0,0,0,9,0,8,-2,0,0,7,16,0,,21,0,6,1,1
3115600,36047115600,0,1,0,3,0,0,0,-1,0,0,-2,0,1,5,0,,5,26,10,2,8
3115800,36047115800,-1,0,1,0,-2,1,0,0,24,1,3,2,8,11,0,,44,39,10,2,30
3116000,36047116000,-4,1,0,-1,0,8,0,0,0,0,1,-4,7,0,0,,8,0,4,0,0
3116200,36047116200,0,0,1,0,0,0,0,3,0,0,0,0,2,2,0,,9,6,2,-1,4
3116400,36047116400,0,0,0,2,2,12,0,5,2,0,0,1,6,3,0,,0,0,1,-1,1
3116600,36047116600,32,4,0,0,2,-2,0,3,1,60,4,32,34,7,10,,83,11,178,26,11
3116800,36047116800,109,4,0,0,0,0,3,0,0,9,-6,108,20,0,10,,67,0,21,15,-7
3117000,36047117000,0,0,1,0,6,0,0,0,0,-2,13,1,0,0,-2,,57,24,203,-6,1
3117201,36047117201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,5
3117202,36047117202,0,-1,0,0,0,0,0,3,0,1,0,0,0,-2,0,,9,8,2,1,5
3117400,36047117400,1,0,1,-1,0,0,0,0,6,0,0,1,-2,0,0,,22,0,34,4,10
3117601,36047117601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,0,-3,7,1
3117602,36047117602,0,1,0,0,1,0,0,0,9,1,-1,-2,0,0,12,,29,8,9,0,20
3117800,36047117800,0,0,0,0,0,1,0,0,0,0,0,0,0,274,0,,0,0,839,3,1
3118000,36047118000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3118201,36047118201,0,6,1,0,-1,1,0,0,0,0,0,0,0,0,0,,2,0,0,1,1
3118202,36047118202,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,,0,0,2,2,2
3118400,36047118400,1,0,-1,-3,1,0,0,0,1,0,0,1,1,1,0,,10,0,1,1,32
3118600,36047118600,1,1,8,0,0,0,0,0,-2,0,-2,2,7,-1,0,,-2,0,1,3,10
3118800,36047118800,0,1,0,1,1,-2,0,-3,0,0,0,0,2,0,3,,0,9,-2,0,3
3119000,36047119000,0,1,0,5,-6,0,0,-2,-2,0,0,0,0,4,0,,0,6,5,8,5
3119200,36047119200,88,49,2,0,5,-6,6,0,2,0,-1,88,4,11,0,,9,0,358,8,87
3119400,36047119400,0,2,2,0,0,0,2,0,0,0,1,6,2,0,-3,,2,0,26,3,2
3119600,36047119600,41,44,7,0,-1,-2,1,-2,3,2,1,41,0,0,0,,2,0,143,2,10
3119800,36047119800,-4,-1,0,-1,-1,1,-2,-2,1,-10,-6,5,218,68,10,,375,-5,736,11,41
3120000,36047120000,0,2,0,0,128,0,0,0,0,0,-1,0,0,0,0,,0,0,24,18,8
3120200,36047120200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,2,4
3120801,36047120801,0,7,1,1,0,0,-1,0,0,1,0,0,2,0,0,,9,3,9,0,24
3120802,36047120802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3120803,36047120803,0,11,196,0,0,-5,6,0,0,0,0,0,-1,0,6,,2,0,2,11,21
3121000,36047121000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3121400,36047121400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
3122000,36047122000,2,0,-1,9,1,3,7,33,0,13,5,2,234,11,160,,0,0,154,2,31
3123700,36047123700,35,16,54,4,53,23,-3,45,83,13,48,123,137,80,-3,,75,-3,270,25,26
3150200,36047150200,27,0,3,0,0,-2,0,-2,2,1,8,27,13,15,0,,0,0,13,3,5
3152200,36047152200,10,0,0,0,0,0,-3,0,0,58,-3,10,0,0,0,,0,-2,86,0,-5
4000101,36081000101,0,0,83,0,199,0,925,0,0,0,10,0,1194,1132,0,,503,0,1885,0,1
4000102,36081000102,0,0,0,712,820,584,0,0,0,0,0,0,0,0,0,,0,0,0,0,6
4000103,36081000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,296,0,2,0,48
4000104,36081000104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4000200,36081000200,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,,40,0,0,-2,60
4000400,36081000400,0,-1,3,0,0,0,4,-2,1,4,-18,0,0,5,0,,0,2,2,-1,5
4000600,36081000600,0,-1,10,0,0,0,0,0,1,0,0,0,0,1,0,,0,0,1,0,2
4000701,36081000701,8,89,77,0,46,-2,0,21,6,206,45,8,-6,98,-1,,0,0,43,25,16
4000702,36081000702,73,9,7,58,183,59,20,138,76,56,218,97,107,15,-3,,-1,36,300,39,235
4000800,36081000800,-1,0,0,0,0,0,0,-3,0,0,0,7,0,0,0,,0,3,6,0,2
4001000,36081001000,0,0,1,0,1,0,0,0,1,-2,1,0,0,0,0,,0,34,14,1,2
4001200,36081001200,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,,1,0,1,2,1
4001400,36081001400,0,-1,0,2,3,1,2,0,0,0,0,0,0,0,0,,0,0,1,0,2
4001600,36081001600,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,,0,0,1,0,2
4001800,36081001800,0,3,0,0,-1,0,2,0,0,0,0,0,1,0,0,,2,0,0,0,0
4001901,36081001901,-20,0,0,0,0,188,-12,175,0,0,180,38,1276,34,92,,0,0,909,0,16
4001902,36081001902,-4,8,-1,0,182,118,22,409,2655,2130,494,-4,123,-14,46,,104,80,1862,384,491
4001903,36081001903,31,75,0,0,709,-2,-3,470,0,34,111,31,832,0,0,,0,0,1263,-2,88
4002000,36081002000,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,3,0,2
4002200,36081002200,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,,0,1,4,0,2
4002400,36081002400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,0,0,1,1
4002500,36081002500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4002600,36081002600,0,0,6,1,0,0,0,0,1,0,0,0,1,0,0,,0,10,0,1,4
4002800,36081002800,0,9,0,0,0,0,0,0,0,2,0,0,1,-2,0,,0,0,1,0,0
4003000,36081003000,1,0,0,0,1,0,0,1,1,1,1,2,0,0,0,,0,0,0,0,1
4003100,36081003100,2,0,-1,2,-8,7,-2,-3,448,21,14,46,121,7,13,,46,9,392,55,54
4003200,36081003200,1,5,1,0,0,0,0,1,0,0,0,2,0,0,0,,0,1,0,0,0
4003301,36081003301,0,0,83,-8,220,87,429,340,164,757,90,0,990,30,86,,0,1,1199,2039,1337
4003302,36081003302,0,0,0,1,1,-1,0,0,57,37,39,0,1,-1,0,,247,0,42,41,2
4003400,36081003400,0,0,0,-2,1,1,1,1,0,0,3,0,0,1,0,,2,2,2,1,10
4003600,36081003600,1,0,0,4,3,0,6,1,0,0,0,1,0,1,0,,2,0,6,2,6
4003700,36081003700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,404
4003800,36081003800,-2,1,5,-1,0,0,0,0,1,0,-5,-2,4,0,4,,4,2,18,0,4
4003900,36081003900,3,-2,0,0,0,0,0,0,2,0,0,3,3,0,0,,1,-1,6,0,2
4004001,36081004001,0,0,0,0,0,-1,0,4,0,4,0,0,-1,-2,0,,0,0,19,5,4
4004002,36081004002,0,0,-2,0,-2,1,4,-1,0,0,0,4,0,-4,0,,0,0,11,0,-2
4004200,36081004200,0,0,-1,1,8,1,0,1,0,1,1,0,20,0,0,,3,4,10,1,1
4004300,36081004300,0,0,0,-1,17,-2,0,-3,0,0,0,0,0,0,0,,0,0,0,0,0
4004401,36081004401,0,5,5,0,0,0,1,1,2,0,0,0,0,0,0,,0,0,2,0,4
4004500,36081004500,0,1,0,0,4,0,0,0,0,0,0,35,0,1,0,,0,0,148,0,0
4004700,36081004700,0,1,2,0,1,0,0,1,-1,0,0,0,0,0,0,,0,0,1,0,1
4005000,36081005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4005100,36081005100,0,0,27,0,-1,78,-3,-4,0,31,63,-2,-4,266,118,,10,0,164,-2,56
4005200,36081005200,0,0,6,0,0,1,0,0,4,6,7,0,0,4,0,,0,0,2,2,1
4005300,36081005300,0,23,63,0,15,-1,-1,3,8,63,-5,0,21,1,0,,0,0,12,16,16
4005400,36081005400,0,2,0,0,0,0,2,0,0,1,0,0,0,2,0,,3,0,20,0,35
4005500,36081005500,0,-1,0,-2,0,0,0,0,0,179,43,0,77,96,0,,0,43,88,0,47
4005700,36081005700,0,1,0,0,1,-4,0,33,2,0,64,0,0,0,0,,0,0,26,2,4
4005800,36081005800,0,0,-1,0,0,0,2,1,1,0,0,0,0,0,0,,0,1,2,0,3
4005900,36081005900,0,13,2,-1,5,-2,8,0,-5,3,14,0,2,-3,0,,0,6,19,1,12
4006100,36081006100,0,175,11,96,-3,5,17,127,26,4,9,47,0,3,0,,12,0,21,77,-2
4006201,36081006201,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,,0,0,1,0,1
4006202,36081006202,0,3,0,-3,-2,0,1,0,0,0,1,0,-1,0,0,,7,38,0,41,88
4006300,36081006300,24,22,41,3,3,8,3,-5,11,17,-3,34,10,17,19,,0,1,51,49,9
4006501,36081006501,-2,2,12,0,-1,1,0,0,-2,23,14,-2,22,23,-3,,0,6,24,29,2
4006502,36081006502,21,76,9,18,10,38,-1,22,14,20,0,28,-1,0,20,,7,2,34,9,37
4006900,36081006900,0,79,24,42,32,14,22,104,66,48,20,21,41,16,1,,35,23,113,71,23
4007100,36081007100,16,40,70,14,31,3,-1,8,-5,7,62,23,17,26,10,,5,-3,46,36,40
4007300,36081007300,0,93,11,19,20,20,-3,10,68,-6,-11,0,66,61,0,,2,47,32,33,42
4007500,36081007500,-5,-2,16,-2,16,2,29,21,10,0,-2,-5,23,135,-2,,0,0,189,12,50
4007700,36081007700,-2,-1,32,6,-1,214,0,21,1,104,-3,-1,8,21,24,,19,0,139,37,13
4007900,36081007900,10,0,33,65,-2,-1,17,50,18,52,80,10,52,33,0,,248,56,107,0,79
4008100,36081008100,0,85,0,0,75,0,80,0,25,102,8,0,30,534,31,,0,31,321,710,104
4008300,36081008300,32,143,0,3,3,15,-2,39,9,0,0,32,56,-3,-1,,14,6,192,4,106
4008500,36081008500,0,-6,-1,0,1,-4,-2,-2,1,-8,-1,0,-3,0,0,,0,3,153,-3,3
4008600,36081008600,2,0,0,0,1,1,1,11,0,0,0,2,0,0,0,,4,0,0,1,4
4008700,36081008700,-2,32,0,0,0,-1,-2,15,-1,0,405,-2,46,162,150,,138,0,999,58,20
4008800,36081008800,2,2,8,0,6,3,12,13,1,1,6,1,7,27,0,,2,14,37,84,20
4009100,36081009100,0,1,0,-2,14,-1,0,1,6,3,10,0,2,2,-1,,1783,0,7,8,1
4009400,36081009400,0,1,0,0,1,0,0,1,1,2,-1,0,0,1,0,,0,0,1,-1,3
4009500,36081009500,0,1,0,0,-1,2,1,0,0,4,1,0,0,0,0,,0,0,4,3,1
4009600,36081009600,0,1,0,1,-1,1,0,0,0,1,1,1,0,0,0,,-1,0,0,1,9
4009700,36081009700,0,4,1,5,2,0,2,5,0,1,0,0,9,6,-1,,2,0,1,1,3
4009800,36081009800,0,0,4,-1,1,0,0,-1,0,0,0,0,1,1,0,,0,0,-1,0,3
4009900,36081009900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4010000,36081010000,0,0,0,2,0,0,0,1,-5,-1,2,1,0,0,0,,8,1,5,5,4
4010100,36081010100,1,5,1,15,5,1,2,0,2,0,2,1,0,1,2,,0,0,0,2,2
4010200,36081010200,0,0,6,2,0,0,2,0,-2,0,0,0,1,1,0,,1,-1,3,-2,8
4010300,36081010300,-4,0,8,0,0,0,1,0,1,1,0,-4,11,0,0,,0,0,50,-1,1
4010400,36081010400,0,5,3,0,3,0,1,0,1,0,0,0,0,1,0,,0,0,1,0,1
4010500,36081010500,0,36,2,0,0,1,1,0,0,53,1,0,0,0,0,,0,0,0,38,6
4010600,36081010600,-2,3,0,-1,7,0,1,0,-1,0,1,-2,0,1,-1,,0,0,1,1,3
4010701,36081010701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
4010800,36081010800,0,2,0,1,2,1,-3,0,0,2,2,1,0,0,0,,21,0,3,1,9
4011000,36081011000,0,4,-3,0,2,1,1,6,1,0,0,1,0,0,0,,1,15,2,0,9
4011100,36081011100,-2,1,6,0,47,0,0,0,0,2,0,-2,-1,0,0,,0,0,2,0,1
4011200,36081011200,0,4,10,1,0,0,0,1,1,0,0,0,0,0,0,,0,3,4,0,13
4011300,36081011300,0,0,4,14,22,0,2,0,0,0,0,0,47,3,1,,1,1,2,-1,3
4011400,36081011400,0,0,1,1,0,0,0,0,0,0,-2,0,0,0,0,,0,0,11,0,4
4011500,36081011500,1,-2,4,-3,5,29,3,0,4,9,-8,1,20,10,0,,12,-2,91,1,25
4011600,36081011600,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,3,0,2
4011700,36081011700,0,6,2,6,0,0,2,0,2,-4,1,0,0,1,0,,5,1,9,7,15
4011800,36081011800,0,-7,11,0,7,0,1,0,0,6,0,0,0,0,58,,0,60,3,4,7
4011900,36081011900,0,1,0,1,1,-2,4,0,-1,2,3,13,0,0,0,,509,0,2,10,7
4012000,36081012000,0,-1,1,13,1,4,3,6,0,2,0,-1,0,0,0,,0,0,0,24,-1
4012100,36081012100,0,5,3,0,2,1,1,1,4,0,1,0,1,0,0,,0,0,1,0,2
4012200,36081012200,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,,0,0,1,0,1
4012301,36081012301,0,7,2,1,5,-3,4,2,90,1,-2,1,10,6,0,,1,0,26,1,3
4012400,36081012400,0,0,0,-2,-1,0,0,2,0,0,0,0,1,0,0,,0,6,2,7,18
4012500,36081012500,2,1,0,3,0,0,0,0,0,29,0,2,0,-1,0,,3,1,25,24,12
4012601,36081012601,1,5,-1,1,0,0,2,0,0,0,0,1,1,0,0,,0,8,-2,0,2
4012602,36081012602,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,,13,0,1,1,1
4012800,36081012800,0,2,0,0,0,0,1,0,2,0,0,0,0,2,0,,0,0,0,0,0
4013000,36081013000,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,3,0,4
4013200,36081013200,0,7,0,1,0,12,0,0,0,0,0,0,0,0,0,,0,0,37,6,0
4013400,36081013400,44,13,82,18,0,0,-3,-4,0,-3,17,44,17,0,0,,3,23,195,18,21
